Constraint1,Constraint2,Constraint3,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
None,adjacency,orientation,0.4,1.0,0.6658730158730158,0.8541666666666666,0.9337797619047619,0.7050524376417233,0.9002807697152935,0.5332062281537973
None,adjacency,orientation,0.2,1.0,0.7204545454545453,0.6958333333333333,0.8674999999999999,0.7189880952380953,0.8405161463116009,0.3228927934810288
None,adjacency,orientation,0.2,1.0,0.792063492063492,0.6,0.8604166666666666,0.6711458333333333,0.8063946280991736,0.3261970910279457
None,adjacency,None,0.4,0.75,0.6673160173160174,0.8125,0.9041666666666667,0.5799603174603175,0.830357314643029,0.5107334649419496
None,adjacency,None,0.4,0.5,0.674404761904762,0.7166666666666666,0.8831597222222222,0.5767080026455027,0.8155701215671454,0.47154302361877015
None,adjacency,None,0.4,0.75,0.6340670516871889,0.625,0.8589285714285714,0.5891198979591836,0.8183859935158636,0.5056600038863871
None,adjacency,None,0.4,0.75,0.5681331953071084,0.6125,0.815141369047619,0.5492216041509196,0.7628260331169922,0.4942247392533873
None,adjacency,None,0.4,0.75,0.5365183792815372,0.6357142857142857,0.8253637566137566,0.52522478898967,0.7652277807645097,0.48797136079744
None,adjacency,orientation,0.8,1.0,0.6232600732600733,0.7166666666666666,0.85,0.5239409722222221,0.7720971412746305,0.7836274142943496
None,adjacency,orientation,0.6,1.0,0.8416666666666668,0.7166666666666667,0.862797619047619,0.6576849489795918,0.8332641817057401,0.7244471010161387
None,adjacency,orientation,0.6,0.75,0.5596230158730158,0.8333333333333333,0.8910714285714285,0.41162414965986394,0.7414312315069891,0.61981064698665
None,adjacency,orientation,0.4,1.0,0.6799242424242425,0.6916666666666667,0.8425595238095238,0.5378089569160998,0.7901696203427805,0.5354213273676361
None,adjacency,orientation,0.6,1.0,0.665023865023865,0.6041666666666666,0.8211805555555556,0.5748561507936508,0.7811897122638465,0.6852789846024214
None,orientation,None,0.6,1.0,0.7468577174459528,0.7083333333333333,0.8650793650793651,0.5965136054421769,0.816359572065741,0.705184247483039
None,orientation,None,0.6,1.0,0.6925019425019424,0.6,0.8381944444444445,0.6905381944444444,0.8219032356532356,0.6923562446390135
None,orientation,None,0.4,1.0,0.6360700602079913,0.7916666666666666,0.8861607142857143,0.5269021045918367,0.8204271031443858,0.5282512841492795
None,orientation,None,0.8,1.0,0.6665873015873016,0.7583333333333333,0.883531746031746,0.6323518990929705,0.8437864498416446,0.7999714261902777
None,orientation,None,0.6,1.0,0.7435185185185186,0.6875,0.8360119047619048,0.6346704931972789,0.8024431723232922,0.704437458878573
