Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
0,0,0,0.6,0.75,0.7263157894736842,0.8208333333333333,0.906439393939394,0.5536157024793389,0.8082010269672607,0.6618705035971223
0,0,0,0.6,0.75,0.742269635126778,0.6958333333333333,0.8336805555555555,0.5773186728395061,0.7915770989768456,0.665127340737491
0,0,0,0.6,0.75,0.645189701897019,0.7791666666666666,0.908449074074074,0.5691049382716049,0.7956533446712019,0.6434387000146394
0,0,0,0.6,0.75,0.6230019493177389,0.7440476190476191,0.8364109848484849,0.5158025568181819,0.7603968253968254,0.6377756344164699
0,0,0,0.6,0.75,0.7419082125603865,0.6458333333333333,0.8472222222222222,0.5444945987654322,0.7757457744961309,0.6650547626351022
0,0,0,0.6,0.75,0.5969696969696969,0.7999999999999999,0.909077380952381,0.5537239583333333,0.8147680461073319,0.6307363927427961
0,0,0,0.6,0.75,0.6329059829059829,0.7857142857142857,0.8748015873015873,0.5813882590073066,0.8151647216620853,0.6403401311522663
0,0,0,0.6,0.75,0.7111705288175877,0.8333333333333333,0.9256944444444444,0.5996566358024691,0.8459261621315193,0.6586748358219907
0,0,0,0.6,0.75,0.7378729151984965,0.8333333333333333,0.9391203703703703,0.5822955246913579,0.842358276643991,0.6642406833871544
0,0,0,0.6,0.75,0.5438346883468835,0.8416666666666666,0.9303075396825397,0.6908757716049383,0.8663465490362812,0.6148680565307868
0,0,1,0.2,0.75,0.6686507936507936,0.8833333333333333,0.9447916666666667,0.5402380952380952,0.85262006662169,0.31179645335389355
0,0,1,0.2,0.75,0.5760243841126195,0.8541666666666666,0.9541666666666666,0.6414236111111111,0.891016962034278,0.3060591068030758
0,0,1,0.2,0.75,0.655952380952381,0.8541666666666666,0.9302083333333333,0.5203075396825397,0.8326101459867694,0.31109438223393243
0,0,1,0.4,0.75,0.5948438634713145,0.7708333333333333,0.9021949404761904,0.6789478812358276,0.8593417159763315,0.49909870569059456
0,0,1,0.2,0.75,0.65247668997669,0.8333333333333333,0.9125,0.6544047619047619,0.8628810783572689,0.31089802180205983
0,0,1,0.2,0.75,0.6286953242835596,0.725,0.9105208333333333,0.618203125,0.8414314293210396,0.3095034047911491
0,0,1,0.2,0.75,0.625,0.9583333333333333,0.9875,0.5519047619047619,0.8852058092520754,0.30927835051546393
0,0,1,0.2,0.75,0.6537878787878788,0.7708333333333333,0.8911309523809524,0.5145099914965986,0.7706693793219768,0.3109723139751366
0,0,1,0.2,0.75,0.601984126984127,0.8125,0.9347470238095239,0.6116932397959183,0.8641988648076311,0.3078223815482431
0,0,1,0.2,0.75,0.5653846153846155,0.7083333333333333,0.8585069444444444,0.6319444444444444,0.8275527479236271,0.3052959501557632
0,0,1,0.6,1.0,0.7226911976911977,0.7523809523809524,0.870436507936508,0.5235200932224742,0.7989133676152906,0.6996615141928293
0,0,1,0.4,1.0,0.775997150997151,0.8125,0.8836805555555556,0.6215277777777778,0.83027840765936,0.5487973806825337
0,0,1,0.6,1.0,0.8154761904761904,0.6749999999999999,0.8151388888888889,0.6153472222222223,0.7735569412950365,0.7194748358862144
0,0,1,0.6,1.0,0.7690972222222223,0.7708333333333333,0.872842261904762,0.5025701530612245,0.7739841272636603,0.7100307199145185
0,0,1,0.4,1.0,0.7606442577030812,0.6875,0.8342013888888888,0.5595486111111111,0.7808698664651046,0.5468458943764789
0,0,1,0.2,1.0,0.6007078507078507,0.7916666666666666,0.9120138888888889,0.5882725694444444,0.8363407234469505,0.31583844364559105
0,0,1,0.4,1.0,0.7677248677248677,0.7916666666666666,0.9150297619047618,0.5509141156462585,0.8286070900253593,0.5477538693846734
0,0,1,0.6,1.0,0.786437908496732,0.5833333333333333,0.7907986111111112,0.5664236111111112,0.7599515200831592,0.7136625931371944
0,0,1,0.6,1.0,0.6802083333333334,0.8,0.8954861111111111,0.6379861111111111,0.8439680964978583,0.6892426774562407
0,0,1,0.4,1.0,0.7875000000000001,0.6875,0.831547619047619,0.6378741496598639,0.801439614389477,0.5502183406113537
0,0,0,0.2,0.0,0.601111111111111,0.7583333333333333,0.8834027777777778,0.665138888888889,0.839227450239355,3.999999953345657e-09
0,0,0,0.4,0.0,0.8240875176446864,0.6333333333333333,0.8561011904761905,0.6338557610544218,0.8275155588205039,3.999999975146148e-09
0,0,0,0.2,0.0,0.7444444444444445,0.6208333333333333,0.8310515873015873,0.6236663832199546,0.7879848050439959,3.999999954626867e-09
0,0,0,0.2,0.0,0.7611111111111111,0.875,0.9395833333333333,0.5886111111111111,0.8495394921436588,3.999999954744526e-09
0,0,0,0.4,0.0,0.8287878787878787,0.7291666666666666,0.8926190476190476,0.6810969387755101,0.8519982993197278,3.9999999751736755e-09
0,0,0,0.2,0.0,0.8324786324786323,0.7708333333333333,0.8991071428571429,0.577749787414966,0.8300750043607186,3.9999999551950725e-09
0,0,0,0.2,0.0,0.7709876543209876,0.8208333333333333,0.9419642857142857,0.604421768707483,0.8550077479338842,3.9999999548118505e-09
0,0,0,0.2,0.0,0.7587301587301587,0.6958333333333333,0.8579861111111111,0.5495386904761905,0.800210816420232,3.999999954728035e-09
0,0,0,0.4,0.0,0.8066666666666666,0.875,0.930952380952381,0.5859977324263039,0.845247737610375,3.9999999750413225e-09
0,0,0,0.6,0.0,0.8479107312440646,0.675,0.8528645833333334,0.6401475694444444,0.8226808547493072,3.99999998194919e-09
0,0,0,0.6,0.75,0.7277777777777777,0.7916666666666666,0.8888888888888888,0.570486111111111,0.8365885613504661,0.6621735467565291
0,0,0,0.6,0.5,0.7213675213675214,0.75,0.8875992063492064,0.58109410430839,0.8382012944066515,0.5952744798401316
