Seed,Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
1,1,1,0,0.4,0.5,0.8948717948717948,0.6833333333333333,0.8229166666666667,0.55859375,0.763922902494331,0.492763854571126
1,1,1,0,0.4,0.5,0.7227053140096619,0.8125,0.9269179894179894,0.7088419627110103,0.8750037096391263,0.47711688725881046
1,1,1,0,0.4,0.25,0.5922619047619048,0.8833333333333333,0.9267857142857143,0.6444302721088435,0.8820903427180483,0.37423601316408084
1,1,1,0,0.4,0.25,0.6797979797979798,0.6458333333333333,0.8449652777777777,0.614417438271605,0.8126847518354969,0.3820065276003973
1,1,1,0,0.6,0.5,0.9583333333333334,0.7375,0.8669642857142857,0.5611777210884354,0.7745373463871632,0.6272727272727273
1,1,1,0,0.4,0.25,0.5687307861220905,0.7375,0.8800595238095238,0.5472382842025699,0.82093088111861,0.37180591444157335
1,1,1,0,0.6,0.5,0.7907112743098055,0.7791666666666666,0.9168402777777778,0.7396788194444445,0.8928883219954649,0.6062427118832581
1,1,1,0,0.6,0.5,0.8459876543209877,0.7583333333333333,0.8677314814814814,0.5839737654320988,0.7867327451814059,0.6139316111691802
1,1,1,0,0.4,0.25,0.6197802197802198,0.6291666666666667,0.801875,0.6954427083333334,0.7921387052039732,0.3768793852322085
1,1,1,0,0.4,0.25,0.6964646464646465,0.7041666666666666,0.8339894480519481,0.6481093108731095,0.7900115740740741,0.3832951150024321
1,1,1,0,0.6,0.5,0.976911976911977,0.6749999999999999,0.8388888888888889,0.5804039902998237,0.7799416572184429,0.6292308883897452
1,1,1,0,0.4,0.0,0.5544802867383513,0.6499999999999999,0.8323660714285714,0.6146719104308389,0.7958209464874675,3.9999999727860385e-09
1,1,1,0,0.4,0.25,0.6835858585858586,0.75,0.8736904761904762,0.6596683673469388,0.8417796991768852,0.3823041344490344
1,1,1,0,0.6,0.5,0.9583333333333334,0.6208333333333333,0.7677083333333333,0.5742361111111112,0.7234082892416226,0.6272727272727273
1,1,1,0,0.4,0.25,0.6056071551427589,0.7708333333333333,0.8979166666666667,0.6000049603174603,0.8564457396059127,0.37554328987014374
1,1,1,0,0.4,0.5,0.7481481481481481,0.8208333333333333,0.9401041666666667,0.694140625,0.9012263794406652,0.47980997624703087
1,1,1,0,0.4,0.5,0.8138888888888888,0.7916666666666666,0.8427083333333334,0.6637760416666666,0.8018116747770427,0.4861053504769805
1,1,1,0,0.6,0.5,0.9814814814814815,0.7791666666666666,0.8989583333333333,0.5910416666666667,0.8240020788695032,0.6297029702970297
1,1,1,0,0.4,0.25,0.7722738218094255,0.6541666666666666,0.8226562500000001,0.5251215277777778,0.7723447258116756,0.38854274835583247
1,1,1,0,0.4,0.5,0.8693877551020407,0.8958333333333333,0.9623842592592593,0.7770061728395061,0.9413378684807256,0.49078341013824883
1,1,1,0,0.2,0.75,0.8253968253968255,0.7916666666666666,0.915625,0.6438541666666666,0.8509327446543355,0.31885539090444553
1,1,1,0,0.4,0.75,0.9,0.7166666666666666,0.8372619047619048,0.6007738095238095,0.7990883190883191,0.5373134328358209
1,1,1,0,0.2,0.75,0.8666666666666667,0.6916666666666667,0.7863095238095239,0.5617736678004535,0.7462362488521579,0.3203285420944558
1,1,1,0,0.2,0.75,0.8126984126984128,0.7375,0.8651909722222222,0.5899305555555555,0.7986116813589341,0.318374961135869
1,1,1,0,0.4,0.5,0.892063492063492,0.7708333333333333,0.8927678571428571,0.7165380527210885,0.8680533509700177,0.49255039439088516
1,1,1,0,0.4,0.25,0.6056618819776715,0.7791666666666666,0.8857738095238095,0.748793461829176,0.8679109977324263,0.37554855059027137
1,1,1,0,0.4,0.25,0.6407268170426065,0.6875,0.8531249999999999,0.6669675925925926,0.8257132765530617,0.37876178306202196
1,1,1,0,0.4,0.5,0.8576719576719577,0.7583333333333333,0.9111111111111111,0.6656944444444445,0.8806588561350466,0.489839087406512
1,1,1,0,0.4,0.25,0.5801169590643275,0.8333333333333333,0.9212946428571429,0.6686614229024943,0.8675827138684074,0.37300244406843397
1,1,1,0,0.2,0.5,0.8458333333333333,0.7291666666666666,0.875545634920635,0.6457950680272109,0.8382758510482868,0.30343796711509713
1,1,1,0,0.6,0.5,0.8499582289055972,0.75,0.8833333333333333,0.6346701388888889,0.820789756329529,0.6144523740022345
1,1,1,0,0.4,0.5,0.8126543209876544,0.6148809523809524,0.8370039682539683,0.6098526077097506,0.757527105407142,0.4859951086705736
1,1,1,0,0.4,0.5,0.6971014492753623,0.7791666666666666,0.9061904761904762,0.6978713151927438,0.8612224932354803,0.4742420507764357
1,1,1,0,0.4,0.5,0.8190476190476191,0.875,0.9541666666666666,0.7733333333333333,0.9314390432098765,0.4865629420084866
1,1,1,0,0.8,0.5,0.8920634920634921,0.7023809523809523,0.821412037037037,0.6675559413580248,0.7996746858465609,0.7116176005064894
1,1,1,0,0.0,0.25,0.7444444444444445,0.7172619047619047,0.8481894841269841,0.762339773872512,0.8071351441390777,1.9999999946567165e-09
