Seed,Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
1,1,0,1,0.6,0.75,0.9500000000000001,0.7041666666666666,0.847202380952381,0.5906689342403628,0.8149724517906336,0.6993865030674846
1,1,0,1,0.4,0.75,0.7268813058286742,0.7708333333333333,0.9036458333333333,0.5898561507936508,0.8509375,0.5188690785650938
1,1,0,1,0.2,0.75,0.6495726495726496,0.6607142857142856,0.8347222222222221,0.5520486111111111,0.7756509513814708,0.310732538330494
1,1,0,1,0.4,0.75,0.7106060606060606,0.6875,0.8627976190476191,0.5783467970521543,0.8034903456332028,0.5167569552841796
1,1,0,1,0.4,0.75,0.8515151515151516,0.6583333333333333,0.8138392857142858,0.6072048611111112,0.7709435261707989,0.5327855901406225
1,1,0,1,0.6,0.75,0.7126262626262627,0.8208333333333333,0.9159226190476191,0.49917800453514743,0.8141566816120387,0.6589865338211255
1,1,0,1,0.6,1.0,0.5263305322128851,0.8125,0.9194444444444445,0.6569444444444446,0.8741349734720947,0.6417167088823746
1,1,0,1,0.4,0.75,0.9087301587301587,0.6416666666666666,0.894593253968254,0.589640022675737,0.7132020542958193,0.5380849813980811
1,1,0,1,0.2,0.75,0.8670940170940171,0.7166666666666666,0.849032738095238,0.5536865787981858,0.7877777777777778,0.32034313080546273
1,1,0,1,0.4,0.75,0.6852380952380953,0.7583333333333333,0.8799479166666666,0.5575086805555555,0.8180262855831038,0.5133022205047413
1,1,0,1,0.4,0.75,0.6937571200729096,0.6875,0.8839781746031745,0.5009075609410432,0.8058696497806346,0.5144853358415434
1,1,0,1,0.6,0.75,0.7444444444444445,0.8125,0.9095238095238096,0.5698951247165533,0.8407677469135801,0.6655629139072848
1,1,0,1,0.4,0.75,0.9237373737373739,0.6333333333333333,0.8076636904761905,0.5023650085034013,0.7558914091606399,0.5393821729620801
1,1,0,1,0.2,0.75,0.7072463768115943,0.7023809523809523,0.8817956349206348,0.6246456916099773,0.8187819841940721,0.31379273389776013
1,1,0,1,0.4,0.5,0.9277777777777777,0.6708333333333334,0.8659722222222221,0.6550925925925926,0.7632122014205034,0.49518161601186067
1,1,0,1,0.2,0.75,0.6722222222222222,0.8625,0.9285714285714286,0.5270408163265305,0.8323611813871554,0.31198968629136226
1,1,0,1,0.6,0.75,0.945959595959596,0.5791666666666666,0.7972470238095238,0.5931565334467119,0.7324898409185997,0.6988371369939681
1,1,0,1,0.4,0.75,0.9292929292929294,0.6541666666666667,0.8036139455782313,0.6504629039115646,0.7806192633848311,0.5398533007334964
1,1,0,1,0.6,0.75,0.7841269841269841,0.675,0.844047619047619,0.6217545351473923,0.8077762254364818,0.6731773790597321
1,1,0,1,0.4,1.0,0.688888888888889,0.8333333333333333,0.9086309523809524,0.5902370323129251,0.8574849456099456,0.5367965367965368
1,1,0,1,0.2,0.75,0.5776315789473684,0.8541666666666666,0.9329613095238095,0.6240185657596372,0.8723921614100185,0.306172265488783
1,1,0,1,0.4,0.75,0.655987717880301,0.7291666666666666,0.908234126984127,0.6072845804988662,0.8424795939189877,0.5090514360415384
1,1,0,1,0.8,1.0,0.5456367162249515,0.6666666666666666,0.8527777777777779,0.5963888888888889,0.8129116874787871,0.7500860852855253
1,1,0,1,0.2,0.5,0.7581890331890332,0.6898809523809524,0.8173611111111111,0.5694097222222222,0.7584222948438635,0.3003243737585916
1,1,0,1,0.4,0.75,0.8884502923976608,0.5791666666666666,0.7648313492063492,0.4732658214801072,0.6907012039587798,0.5362729164674996
1,1,0,1,0.4,0.75,0.9282608695652174,0.6208333333333333,0.8373635912698412,0.6694081278344671,0.7601364752007302,0.5397661434741389
1,1,0,1,0.6,0.75,0.9083333333333333,0.6833333333333333,0.779501488095238,0.5011027848639455,0.7099193657934917,0.6935312831389183
1,1,0,1,0.4,1.0,0.7103386809269163,0.7999999999999999,0.9381448412698412,0.5574939767573697,0.8501550439199248,0.5399728997289973
1,1,0,1,0.4,0.75,0.9317460317460317,0.6041666666666666,0.7805059523809523,0.5632839073129251,0.7515402546171777,0.5400598021927471
