Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
0,1,0,0.2,0.5,0.5777777777777777,0.8541666666666666,0.9544642857142858,0.6857426303854876,0.9101683397570843,0.2913165266106443
0,1,0,0.0,0.5,0.7587301587301587,0.8333333333333333,0.9135416666666667,0.608828125,0.8504036389196021,1.9999999966820087e-09
0,1,0,0.4,0.5,0.7588235294117647,0.7916666666666666,0.9236111111111112,0.7722222222222223,0.8969907407407407,0.4808946877912395
0,1,0,0.2,0.25,0.7148148148148148,0.75,0.8671536796536796,0.5474929021195255,0.7763738472125918,0.2597577388963661
0,1,0,0.0,0.5,0.6746392496392497,0.7374999999999999,0.8809523809523809,0.6752545705782314,0.8442418176822315,1.9999999965177265e-09
0,1,1,0.6,1.0,0.7312295810705143,0.7791666666666666,0.8932291666666667,0.6867708333333333,0.8647606151818605,0.7016444754921795
0,1,1,0.6,1.0,0.7210166177908114,0.6833333333333333,0.8287698412698412,0.5608106575963719,0.7582837133135792,0.6992684352731122
0,1,1,0.4,0.75,0.6982675329002165,0.7291666666666666,0.8252604166666666,0.5414496527777777,0.7824395860272484,0.5151022055005924
0,1,1,0.8,1.0,0.831081081081081,0.6958333333333333,0.8526785714285714,0.7240221088435375,0.8383857242860739,0.8504753673293
0,1,1,0.6,1.0,0.7057992202729043,0.7916666666666666,0.9005952380952381,0.6697512755102041,0.8549263448530848,0.6956319869996277
0,0,1,0.4,1.0,0.8020114942528735,0.8333333333333333,0.9364087301587302,0.6047335600907029,0.855257116620753,0.5519628201325028
0,0,1,0.8,1.0,0.6631272401433691,0.7583333333333333,0.9087301587301588,0.6256731859410432,0.8271854444257042,0.7987210533771341
0,0,1,0.6,1.0,0.72944542685922,0.7374999999999999,0.91875,0.5635069444444445,0.8588783087056688,0.7012330366219884
0,0,1,0.6,1.0,0.686843711843712,0.8541666666666666,0.9410714285714286,0.6640731292517007,0.9044793135255798,0.6909335632930989
0,0,1,0.8,1.0,0.8301587301587302,0.7666666666666666,0.8890873015873015,0.6123639455782313,0.8438634769411284,0.8502336923389555
0,0,1,0.6,1.0,0.8019230769230768,0.75,0.9002008928571428,0.6024250637755102,0.809436649659864,0.7168027503223035
0,0,1,0.2,1.0,0.8361111111111111,0.6214285714285714,0.7848958333333333,0.5733506944444444,0.7572690470673737,0.32797602833015527
0,0,1,0.4,1.0,0.7904761904761903,0.8125,0.9427083333333334,0.6503472222222222,0.8999925559449369,0.5505804311774462
0,0,1,0.4,1.0,0.7694444444444445,0.6625,0.8630208333333333,0.6263715277777778,0.8309662080644223,0.5479723046488625
0,0,1,0.4,1.0,0.7424603174603174,0.6749999999999999,0.8697916666666666,0.7003869047619048,0.8518609070503009,0.5444492943401718
0,1,1,0.4,1.0,0.5422494172494172,0.7916666666666666,0.9052083333333334,0.7135416666666666,0.8795356978879707,0.5099328675160981
0,1,1,0.4,1.0,0.701388888888889,0.9166666666666666,0.9652777777777778,0.5443948412698412,0.869448223733938,0.5386666666666667
0,1,1,0.4,1.0,0.8249999999999998,0.8333333333333333,0.884077380952381,0.5510671768707482,0.8242013888888888,0.5546218487394957
0,1,1,0.6,1.0,0.8638888888888889,0.9166666666666666,0.9666666666666667,0.6368750000000001,0.912901182511572,0.7284794065976967
0,1,1,0.4,1.0,0.670462387853692,0.8125,0.8972222222222221,0.6048611111111111,0.8479200581365084,0.5339378950261061
0,0,0,0.2,1.0,0.7333333333333334,0.8541666666666666,0.9486111111111111,0.6229861111111111,0.8582197555330673,0.3235294117647059
0,0,0,0.2,1.0,0.8047619047619049,0.8125,0.9145833333333333,0.7485069444444444,0.8909972515559637,0.3267278878685355
0,0,0,0.2,0.75,0.6662280701754385,0.7291666666666666,0.8845833333333334,0.600625,0.8328262370145487,0.3116643299251103
0,0,0,0.2,1.0,0.8363636363636364,0.8208333333333333,0.9354166666666667,0.7275347222222222,0.906924139488242,0.32798573975044565
0,0,0,0.2,0.75,0.6949346405228757,0.8,0.9170138888888889,0.5468055555555555,0.8122020243665264,0.31317730513862124
0,1,1,0.4,1.0,0.6752525252525251,0.8125,0.8916666666666667,0.5158630952380951,0.8079690398886827,0.5346930613877224
0,1,1,0.4,1.0,0.7371212121212122,0.6875,0.8631944444444445,0.6302777777777777,0.832081064328088,0.5437272981279687
0,1,1,0.4,1.0,0.7366013071895425,0.6875,0.8833333333333333,0.6314583333333335,0.8536063453541809,0.5436565364206464
0,1,1,0.4,0.75,0.7349206349206349,0.6208333333333333,0.853125,0.6923177083333334,0.8264821998588232,0.5198839711799382
0,1,1,0.4,1.0,0.6944444444444443,0.7708333333333333,0.9083333333333333,0.5930208333333333,0.8489369876355808,0.5376344086021505
0,1,0,0.4,0.75,0.6707070707070707,0.7166666666666666,0.9118055555555555,0.6025,0.8644267433404338,0.5112280251507764
0,1,0,0.4,0.5,0.6656746031746031,0.7708333333333333,0.8741666666666668,0.6535416666666667,0.8318461464781811,0.4704645048203331
0,1,0,0.6,0.75,0.6861111111111112,0.7708333333333333,0.8590277777777777,0.6861111111111111,0.83658810325477,0.6531511679153812
0,1,0,0.4,0.75,0.6880341880341881,0.7083333333333333,0.8862847222222222,0.6180555555555556,0.8289771510456034,0.5136931667109812
0,1,0,0.4,0.5,0.626984126984127,0.8125,0.9196428571428572,0.5615221088435374,0.8053000969288848,0.4653902798232695
0,1,0,0.6,0.75,0.6888888888888888,0.7583333333333333,0.8638020833333333,0.5676649305555556,0.7871103713906744,0.6537785588752197
0,1,0,0.4,0.75,0.5477124183006535,0.7166666666666666,0.8223958333333333,0.5402951388888889,0.7677550760126518,0.4902496099843993
0,1,0,0.4,0.75,0.5321212121212121,0.5625,0.7821056547619047,0.5596965348639455,0.7344133590075148,0.4870562130177515
0,1,0,0.2,0.75,0.5859307359307359,0.7916666666666666,0.8828125,0.43253968253968256,0.7591115702479339,0.30674800279514247
0,1,0,0.4,0.75,0.666798418972332,0.7291666666666666,0.8627976190476191,0.46402423469387755,0.7581071903439119,0.5106576192518225
0,1,0,0.4,0.75,0.745742280374964,0.8416666666666666,0.9296701388888888,0.6230295138888888,0.8417545351473923,0.5212215917159628
0,1,0,0.0,0.5,0.7642857142857142,0.875,0.9496527777777778,0.5290488591269841,0.811306754412815,1.999999996691589e-09
0,1,0,0.2,0.75,0.7888888888888889,0.7708333333333333,0.9296875,0.6435788690476191,0.8621445893172084,0.3174366616989568
0,1,0,0.0,0.5,0.6441798941798942,0.875,0.9479166666666667,0.6308333333333334,0.8725702068424971,1.9999999964476387e-09
0,1,0,0.4,0.75,0.7678160919540229,0.7083333333333333,0.8678571428571429,0.5760062358276644,0.8181506351392716,0.5238530910992028
