Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
1,1,0,0.4,0.5,0.9111111111111111,0.7083333333333333,0.8225919913419913,0.5429021663761924,0.7588141436736382,0.4939759036144578
1,1,0,0.6,0.25,0.9194444444444444,0.5291666666666667,0.7542361111111111,0.5608420138888889,0.6784791509196271,0.4750059794307581
1,1,0,0.4,0.5,0.8777777777777778,0.7291666666666666,0.8529513888888889,0.6030815972222222,0.7900733343536375,0.4914463452566097
1,1,0,0.2,0.5,0.8555555555555555,0.6898809523809524,0.8361539502164502,0.6373211474672513,0.7963572939506381,0.3037475345167653
1,1,0,0.4,0.5,0.9292929292929294,0.6541666666666666,0.8014880952380952,0.6051649305555555,0.7753384181955612,0.49528936742934054
1,1,0,0.2,0.75,0.8416666666666667,0.7166666666666666,0.8566964285714285,0.6277604166666666,0.794886163273401,0.31945176594623087
1,1,0,0.4,0.5,0.9555555555555556,0.6958333333333333,0.8828869047619048,0.5863825113378685,0.8382748535804854,0.49710982658959535
1,1,0,0.4,0.25,0.9194444444444444,0.6541666666666666,0.8096527777777778,0.6029600694444445,0.7822800874678164,0.39652590595986825
1,1,0,0.2,0.5,0.8822291235334715,0.7583333333333333,0.88359375,0.6214099702380952,0.8263378684807257,0.3045648393014557
1,1,0,0.6,0.5,0.9345238095238096,0.6499999999999999,0.7977182539682539,0.6731519274376416,0.7785493827160493,0.6246684350132625
1,1,0,0.4,0.25,0.895959595959596,0.7232142857142857,0.9059523809523808,0.798266723356009,0.8733256172839506,0.39540844756491694
1,1,0,0.4,0.25,0.9348484848484849,0.75,0.8833333333333333,0.7698784722222223,0.8585537190082644,0.39723161113793665
1,1,0,0.4,0.0,0.9158119658119658,0.7041666666666666,0.8463293650793651,0.5439499874023683,0.7667643685879617,3.999999975632292e-09
1,1,0,0.4,0.0,0.9333333333333332,0.6819444444444445,0.8544047619047619,0.6413010204081633,0.7622080033693782,3.999999975714287e-09
1,1,0,0.4,0.25,0.8202821869488536,0.6958333333333333,0.8822916666666667,0.7436607142857143,0.8464129501789758,0.3914241831302994
1,1,0,0.4,0.25,0.8886056971514242,0.6416666666666666,0.8656547619047619,0.6913407029478459,0.8440073716967657,0.39504773965640777
1,1,0,0.6,0.0,0.9265873015873015,0.6833333333333333,0.8486111111111112,0.6692906746031746,0.7998155453283659,3.99999998234975e-09
1,1,0,0.4,0.0,0.9277777777777777,0.725,0.8770833333333333,0.6972222222222222,0.8537353331292725,3.9999999756886236e-09
1,1,0,0.2,0.0,0.8888888888888888,0.75,0.8574801587301587,0.6169964884101788,0.8263501427124262,3.999999955500001e-09
1,1,0,0.6,0.25,0.8579861111111112,0.75,0.8541666666666667,0.6759141156462585,0.82982548115665,0.47065172534205263
1,0,1,0.8,1.0,0.6809011776753713,0.71875,0.8333806818181818,0.5422594553489439,0.775983560090703,0.8050489609976844
1,0,1,0.8,1.0,0.8563074352548036,0.5541666666666667,0.7482638888888888,0.5241319444444444,0.6836842391915443,0.8569338488870311
1,0,1,0.8,1.0,0.8055555555555555,0.7791666666666667,0.8527777777777779,0.7161111111111111,0.8363348765432099,0.8436363636363636
1,0,1,0.8,1.0,0.8222222222222223,0.7166666666666667,0.8717013888888889,0.5665451388888889,0.7895631354776376,0.848137535816619
1,0,1,0.8,1.0,0.6897563676633446,0.75,0.8542568542568543,0.5768265329547797,0.8012721369374347,0.8081155377516848
1,0,1,0.8,0.75,0.8888888888888888,0.8333333333333333,0.8819444444444444,0.5451388888888888,0.7633159722222222,0.8067226890756303
1,0,1,0.8,1.0,0.861111111111111,0.544047619047619,0.7816964285714285,0.5215107709750567,0.6826999002080171,0.8581314878892734
1,0,1,0.8,1.0,0.7487373737373737,0.6488095238095237,0.7915178571428572,0.5806086033950617,0.7547134629314689,0.8272013949433304
1,0,1,0.6,0.75,0.7944444444444444,0.6958333333333333,0.8265873015873016,0.5238066893424036,0.7272020660115898,0.6750590086546027
1,0,1,0.8,1.0,0.9111111111111111,0.6958333333333333,0.83125,0.5922916666666667,0.7899937791020547,0.870026525198939
1,0,0,0.2,0.25,0.6838164251207729,0.7166666666666667,0.8073611111111112,0.7219444444444445,0.8001916896235077,0.2586923744688628
1,0,0,0.2,0.25,0.8560386473429951,0.7291666666666666,0.8172371031746031,0.6354356221655328,0.7932057524960455,0.26371009747749086
1,0,0,0.2,0.25,0.8671497584541061,0.675,0.8173611111111112,0.5187499999999999,0.7548402781682002,0.2639705882352941
1,0,0,0.2,0.25,0.8102564102564104,0.6541666666666667,0.8374255952380951,0.6580038265306123,0.7869154614325069,0.2625675114250104
1,0,0,0.2,0.25,0.7190058479532163,0.6958333333333333,0.8014880952380952,0.5570804988662131,0.7626629701467363,0.25989536542831476
1,0,0,0.2,0.25,0.7745614035087719,0.7527777777777778,0.8291666666666666,0.5751133786848073,0.7677754352429678,0.26159087542586285
1,0,0,0.2,0.25,0.811111111111111,0.731547619047619,0.8268005952380952,0.6168840348639455,0.7827169421487603,0.26258992805755393
