Seed,Size_Opt,Adj_Opt,Ori_Opt,Adjacency,Orientation,Size,Simplicity,Rectangularity,Regularity,PA Ratio,Weighted_Fitness
1,1,1,0.4,1.0,0.7113442113442113,0.75,0.8919642857142858,0.7081441326530613,0.8763828217237308,0.540117994100295
1,1,1,0.4,1.0,0.6737179487179487,0.75,0.8998015873015873,0.7222902494331066,0.8692951646040223,0.5344520722095093
1,1,1,0.4,1.0,0.8111111111111112,0.6458333333333333,0.8678819444444444,0.6423090277777778,0.8320775856638951,0.5530303030303031
1,1,1,0.4,1.0,0.7585858585858585,0.6208333333333333,0.8279761904761904,0.6029542233560091,0.8005968101963773,0.5465793304221251
1,1,1,0.4,1.0,0.830952380952381,0.5708333333333333,0.8166666666666667,0.6379629629629631,0.7984384871181408,0.5552903739061257
1,1,0,0.2,0.75,0.8472222222222223,0.6565476190476189,0.8115885416666666,0.605390625,0.769598658553948,0.31965065502183404
1,1,0,0.2,0.5,0.8194444444444443,0.6357142857142857,0.8002976190476191,0.5317318594104308,0.7553517256414359,0.30256410256410254
1,1,0,0.2,0.75,0.8373015873015873,0.5875,0.750704365079365,0.5441190121882087,0.7051835732255313,0.3192938209331652
1,1,0,0.4,0.5,0.8444444444444444,0.669047619047619,0.839186507936508,0.5994465702947847,0.7888151591997745,0.4887459807073955
1,1,0,0.0,0.5,0.8787301587301588,0.6541666666666666,0.7914930555555556,0.5984114583333333,0.7575848127742066,1.9999999968619945e-09
1,1,0,0.8,0.5,0.7570570570570571,0.675,0.8296875,0.6257725694444445,0.8092598891408416,0.6871784387883745
1,1,0,1.0,0.25,0.7848348348348347,0.6398809523809523,0.7880394345238095,0.5982718608276644,0.7315711805555556,0.5498921676923886
1,1,0,1.0,0.25,0.9269230769230768,0.669047619047619,0.8243923611111111,0.5140017361111111,0.7388584183673469,0.5650644783118406
1,1,0,0.6,0.25,0.7949275362318841,0.6833333333333333,0.8386532738095238,0.6233742559523809,0.7986830425466789,0.4655867581523661
1,1,0,0.6,0.25,0.9138888888888889,0.7291666666666666,0.8616319444444445,0.5642361111111112,0.792600235817019,0.47463332531858615
1,0,0,0.6,0.5,0.951388888888889,0.7270833333333333,0.8684499007936508,0.6523003472222222,0.8157171967355732,0.6265243902439024
1,0,0,0.4,0.25,0.9292929292929294,0.675595238095238,0.7970920138888888,0.595703125,0.74453125,0.3969795037756203
1,0,0,0.4,0.5,0.8916666666666666,0.7708333333333333,0.8758333333333334,0.6430208333333334,0.8390027875055348,0.49252013808975836
1,0,0,0.2,0.5,0.9,0.7395833333333333,0.9084573412698412,0.5813715277777778,0.8357410352211169,0.3050847457627119
1,0,0,0.4,0.5,0.9031746031746032,0.7648809523809523,0.891904761904762,0.6964583333333334,0.8391970146269171,0.49338825059614133
1,1,0,0.4,0.5,0.8253968253968255,0.6190476190476191,0.831547619047619,0.6396772250566893,0.8050789046811775,0.48711943793911006
1,1,0,0.4,0.5,0.9587301587301588,0.731547619047619,0.830324074074074,0.6072249779541445,0.7910211386768162,0.49732400164676827
1,1,0,0.4,0.5,0.9944444444444445,0.6958333333333333,0.8744345238095239,0.617156675170068,0.8368270195158931,0.49965108164689465
1,1,0,0.4,0.75,1.0,0.6294642857142856,0.7803300865800866,0.5748607875484905,0.7319431511372902,0.5454545454545455
1,1,0,0.2,0.5,0.9237373737373739,0.6708333333333334,0.8303571428571428,0.6064962443310657,0.7775369668799677,0.30575058508859915
1,1,0,0.6,1.0,0.9722222222222223,0.6232142857142857,0.787251984126984,0.5189072145061728,0.7441374717831595,0.7460035523978685
1,1,0,0.4,0.75,0.7404040404040404,0.575,0.7827604166666666,0.5705295138888888,0.7107218442932729,0.5205657809078534
